year,state,seat_code_no,seat_code,seat_name,candidate,party,coalition,winlose,is_uncontested,votes,majority,margin,voteshare,total_eligible,total_voted,total_majority,votes_spoilt,race_malay,race_chinese,race_indian,race_others,race_bumi_east_msia,data_errors
2004,Sabah,174,P174,Penampang,Joseph Sulaiman,IND,NA,0,0,960,-15072,-0.5981453586895124,0.045189229900207115,32832,21244,12707,0,0.0,0.33,0.0,0.0,0.66,
2004,Sabah,174,P174,Penampang,Blaise Mosidin@Frederick Francis,PKR,Pakatan,0,0,927,-15105,-0.5981453586895124,0.0436358501223875,32832,21244,12707,0,0.0,0.33,0.0,0.0,0.66,
2004,Sabah,175,P175,Papar,Rosnah Abdul Abdul Rashid Shirlin,UMNO,BN,1,1,1,1,1.0,1.0,31275,1,1,0,0.0,0.12,0.0,0.0,0.88,
2004,Sabah,176,P176,Kimanis,Datuk Anifah Aman,UMNO,BN,1,0,9655,5108,0.35966765244331783,0.6798338262216589,21576,14202,5108,0,0.0,0.07,0.0,0.0,0.93,
2004,Sabah,176,P176,Kimanis,Awang Tengah Awang Amin,PKR,Pakatan,0,0,4547,-5108,-0.35966765244331783,0.32016617377834106,21576,14202,5108,0,0.0,0.07,0.0,0.0,0.93,
2004,Sabah,177,P177,Beaufort,Azizah Mohd Dun,UMNO,BN,1,1,1,1,1.0,1.0,26461,1,1,0,0.0,0.12,0.0,0.0,0.89,
2004,Sabah,178,P178,Sipitang,Datuk Dr Yusof Yacob,UMNO,BN,1,1,1,1,1.0,1.0,23542,1,1,0,0.0,0.05,0.0,0.0,0.95,
2004,Sabah,179,P179,Ranau,Tan Sri Bernard Dompok,UPKO,BN,1,0,7547,5938,0.47987716179085177,0.6099078713431388,27986,12374,5938,0,0.0,0.03,0.0,0.0,0.97,
2004,Sabah,179,P179,Ranau,Ruhimin Adzim,IND,NA,0,0,1609,-5938,-0.47987716179085177,0.13003070955228704,27986,12374,5938,0,0.0,0.03,0.0,0.0,0.97,
2004,Sabah,179,P179,Ranau,Karim Adam,IND,NA,0,0,1609,-5938,-0.47987716179085177,0.13003070955228704,27986,12374,5938,0,0.0,0.03,0.0,0.0,0.97,
2004,Sabah,179,P179,Ranau,Japiril Suhaimin,IND,NA,0,0,1609,-5938,-0.47987716179085177,0.13003070955228704,27986,12374,5938,0,0.0,0.03,0.0,0.0,0.97,
2004,Sabah,180,P180,Keningau,Datuk Joseph Pairin Kitingan,PBS,BN,1,0,1,1,1.0,1.0,34510,1,1,0,0.0,0.11,0.0,0.0,0.89,
2004,Sabah,180,P180,Keningau,Janti@Joseph,IND,NA,0,0,0,-1,-1.0,0.0,34510,1,1,0,0.0,0.11,0.0,0.0,0.89,
2004,Sabah,181,P181,Tenom,Raimi Unggi,UMNO,BN,1,0,8032,2404,0.17598828696925328,0.5879941434846266,20417,13660,2404,0,0.0,0.17,0.0,0.0,0.82,
2004,Sabah,181,P181,Tenom,Datuk Laimun Laikin,IND,NA,0,0,5628,-2404,-0.17598828696925328,0.41200585651537336,20417,13660,2404,0,0.0,0.17,0.0,0.0,0.82,
2004,Sabah,182,P182,Pensiangan,Bernard S.Maraat,PBRS,BN,1,0,5880,608,0.05192586898966607,0.5021778119395337,18075,11709,608,0,0.0,0.02,0.0,0.0,0.97,
2004,Sabah,182,P182,Pensiangan,Matin Tomy@Tommy,IND,NA,0,0,5272,-608,-0.05192586898966607,0.45025194294986765,18075,11709,608,0,0.0,0.02,0.0,0.0,0.97,
2004,Sabah,182,P182,Pensiangan,Razali Suffian Koroh,SETIA,NA,0,0,557,-5323,-0.05192586898966607,0.04757024511059869,18075,11709,608,0,0.0,0.02,0.0,0.0,0.97,
2004,Sabah,183,P183,Beluran,Ronald Kiandee,UMNO,BN,1,1,1,1,1.0,1.0,18960,1,1,0,0.0,0.02,0.0,0.0,0.98,
2004,Sabah,184,P184,Libaran,Juslie Ajirol,UMNO,BN,1,0,13140,10669,0.6834283518032157,0.8417141759016078,26888,15611,10669,0,0.0,0.23,0.0,0.0,0.77,
2004,Sabah,184,P184,Libaran,Rajmunni Sabu,PKR,Pakatan,0,0,2471,-10669,-0.6834283518032157,0.15828582409839215,26888,15611,10669,0,0.0,0.23,0.0,0.0,0.77,
2004,Sabah,185,P185,Batu Sapi,Edmund Chong Ket Wah,PBS,BN,1,0,1,1,1.0,1.0,26504,1,1,0,0.0,0.37,0.0,0.0,0.62,
2004,Sabah,185,P185,Batu Sapi,Pg Roslan Pg Nasrun,PKR,Pakatan,0,0,0,-1,-1.0,0.0,26504,1,1,0,0.0,0.37,0.0,0.0,0.62,
2004,Sabah,186,P186,Sandakan,Lau Ngan Siew,LDP,BN,0,0,8208,-1330,-0.07272130788998851,0.44879435726392913,33208,18289,1330,0,0.0,0.61,0.0,0.0,0.39,
2004,Sabah,186,P186,Sandakan,Chong Hon Min,IND,NA,1,0,9538,1330,0.07272130788998851,0.5215156651539177,33208,18289,1330,0,0.0,0.61,0.0,0.0,0.39,
2004,Sabah,186,P186,Sandakan,Liew Teck Khen @ Liaw Tech King,PASOK,NA,0,0,543,-8995,-0.07272130788998851,0.029689977582153207,33208,18289,1330,0,0.0,0.61,0.0,0.0,0.39,
2004,Sabah,187,P187,Kinabatangan,Bung Mokthar Radin,UMNO,BN,1,1,1,1,1.0,1.0,19441,1,1,0,0.0,0.0,0.0,0.0,0.98,
2004,Sabah,188,P188,Silam,Samsu Baharom Abdul Rahman,UMNO,BN,1,0,16613,10748,0.4781564196102856,0.7390782098051428,40362,22478,10748,0,0.0,0.14,0.0,0.0,0.84,
2004,Sabah,188,P188,Silam,Shamsuri Baharuddin,PKR,Pakatan,0,0,5865,-10748,-0.4781564196102856,0.2609217901948572,40362,22478,10748,0,0.0,0.14,0.0,0.0,0.84,
2004,Sabah,189,P189,Semporna,Datuk Shafie Apdal,UMNO,BN,1,0,13970,12808,0.8102226720647774,0.8837297570850202,33772,15808,12808,0,0.0,0.03,0.0,0.0,0.98,
2004,Sabah,189,P189,Semporna,Noraida Abdul Salleh,IND,NA,0,0,1162,-12808,-0.8102226720647774,0.07350708502024292,33772,15808,12808,0,0.0,0.03,0.0,0.0,0.98,
2004,Sabah,189,P189,Semporna,Mohd Abdul Wahab Pg Abdullah,PKR,Pakatan,0,0,676,-13294,-0.8102226720647774,0.04276315789473684,33772,15808,12808,0,0.0,0.03,0.0,0.0,0.98,
2004,Sabah,189,P189,Semporna,Aldari Landi,IND,NA,0,0,0,-13970,-0.8102226720647774,0.0,33772,15808,12808,0,0.0,0.03,0.0,0.0,0.98,
2004,Sabah,190,P190,Tawau,Shim Paw Fatt,SAPP,BN,1,1,1,1,1.0,1.0,41143,1,1,0,0.0,0.44,0.0,0.0,0.55,
2004,Sabah,191,P191,Kalabakan,Abdul Ghapur Salleh,UMNO,BN,1,1,1,1,1.0,1.0,34617,1,1,0,0.0,0.13,0.0,0.0,0.86,
2004,Sarawak,192,P192,Mas Gading,Tekhee@Tiki Ak Lafe,SPDP,NA,1,0,10579,2712,0.1470237449853627,0.5735118724926813,28800,18446,2712,218,0.0,0.22,0.0,0.0,0.06,Race data incomplete or unavailable. 
2004,Sarawak,192,P192,Mas Gading,Dr Patau Rubis,SNAP,NA,0,0,7867,-2712,-0.1470237449853627,0.4264881275073187,28800,18446,2712,218,0.0,0.22,0.0,0.0,0.06,Race data incomplete or unavailable. 
2004,Sarawak,193,P193,Santubong,Datuk Wan Junaidi Tuanku Jaafar,PBB,BN,1,0,12590,10560,0.7222982216142271,0.8611491108071135,23238,14620,10560,244,0.34,0.06,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,193,P193,Santubong,Idris Bin Bohari,IND,NA,0,0,2030,-10560,-0.7222982216142271,0.13885088919288646,23238,14620,10560,244,0.34,0.06,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,194,P194,Petra Jaya,Fadillah Yusof,PBB,BN,1,0,18236,12816,0.5417653026716267,0.7708826513358134,39365,23656,12816,292,0.35,0.14,0.01,0.01,0.0,Race data incomplete or unavailable. 
2004,Sarawak,194,P194,Petra Jaya,Wan Zainal Abidin Wan Senusi,PKR,Pakatan,0,0,5420,-12816,-0.5417653026716267,0.22911734866418668,39365,23656,12816,292,0.35,0.14,0.01,0.01,0.0,Race data incomplete or unavailable. 
2004,Sarawak,195,P195,Bandar Kuching,Chong Chieng Jen,DAP,Pakatan,1,0,17914,2041,0.06040784917275875,0.5302039245863793,55012,33787,2041,577,0.03,0.9,0.0,0.0,0.0,
2004,Sarawak,195,P195,Bandar Kuching,Wee Kok Tiong,SUPP,BN,0,0,15873,-2041,-0.06040784917275875,0.4697960754136206,55012,33787,2041,577,0.03,0.9,0.0,0.0,0.0,
2004,Sarawak,196,P196,Stampin,Datuk Yong Khoon Seng,SUPP,BN,1,0,21155,7731,0.22357500216894646,0.6117875010844732,59809,34579,7731,529,0.07,0.75,0.01,0.01,0.0,
2004,Sarawak,196,P196,Stampin,Voon Lee Shan,DAP,Pakatan,0,0,13424,-7731,-0.22357500216894646,0.3882124989155268,59809,34579,7731,529,0.07,0.75,0.01,0.01,0.0,
2004,Sarawak,197,P197,Kota Samarahan,Abdul Taib Mahmud,PBB,BN,1,1,1,1,1.0,1.0,27628,1,1,0,0.31,0.16,0.0,0.01,0.0,Race data incomplete or unavailable. 
2004,Sarawak,198,P198,Mambong,Dr James Dawos Mamit,PBB,BN,1,0,15368,9098,0.42046399852112026,0.7102319992605601,35652,21638,9098,451,0.03,0.3,0.0,0.01,0.0,Race data incomplete or unavailable. 
2004,Sarawak,198,P198,Mambong,Mangan Ngandok,STAR,NA,0,0,6270,-9098,-0.42046399852112026,0.28976800073943987,35652,21638,9098,451,0.03,0.3,0.0,0.01,0.0,Race data incomplete or unavailable. 
2004,Sarawak,199,P199,Serian,Richard Riot Jaem,SUPP,BN,1,0,13960,9695,0.5319615912208505,0.7659807956104252,31601,18225,9695,372,0.04,0.12,0.0,0.01,0.0,Race data incomplete or unavailable. 
2004,Sarawak,199,P199,Serian,Henry Genailanggie,IND,NA,0,0,4265,-9695,-0.5319615912208505,0.23401920438957477,31601,18225,9695,372,0.04,0.12,0.0,0.01,0.0,Race data incomplete or unavailable. 
2004,Sarawak,200,P200,Batang Sadong,Datuk Seri Adenan Satem,PBB,BN,1,0,10767,9732,0.8246059989832232,0.9123029994916116,18496,11802,9732,167,0.28,0.07,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,200,P200,Batang Sadong,Adam Ahid,PAS,Pakatan,0,0,1035,-9732,-0.8246059989832232,0.08769700050838841,18496,11802,9732,167,0.28,0.07,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,201,P201,Batang Lupar,Datuk Rohanie Abdul Karim (Walkover),PBB,BN,1,1,1,1,1.0,1.0,19027,1,1,0,0.28,0.07,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,202,P202,Sri Aman,Jimmy Donald,PBDS,BN,1,0,9679,4368,0.29139426284189457,0.6456971314209473,28015,14990,4368,316,0.08,0.16,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,202,P202,Sri Aman,Cobbold Lusoi,IND,NA,0,0,5311,-4368,-0.29139426284189457,0.3543028685790527,28015,14990,4368,316,0.08,0.16,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,203,P203,Lubok Antu,Jawah Anak Gerang,PBDS,BN,1,0,6962,2035,0.17116662461098495,0.5855833123054924,17647,11889,2035,232,0.01,0.09,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,203,P203,Lubok Antu,William Nyallau Badak,IND,NA,0,0,4927,-2035,-0.17116662461098495,0.4144166876945075,17647,11889,2035,232,0.01,0.09,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,204,P204,Betong,Datuk Douglas Uggah Embas,PBB,BN,1,0,11618,9723,0.7195293421150004,0.8597646710575002,20737,13513,9723,176,0.12,0.09,0.0,0.01,0.0,Race data incomplete or unavailable. 
2004,Sarawak,204,P204,Betong,Abang Zulkifli Abang Engkeh,SNAP,NA,0,0,1895,-9723,-0.7195293421150004,0.14023532894249982,20737,13513,9723,176,0.12,0.09,0.0,0.01,0.0,Race data incomplete or unavailable. 
2004,Sarawak,205,P205,Saratok,Jelaing Mersat,SPDP,NA,1,0,11995,7545,0.4588020674977197,0.7294010337488598,24607,16445,7545,229,0.11,0.08,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,205,P205,Saratok,Edmond Stanley Jugol,SNAP,NA,0,0,4450,-7545,-0.4588020674977197,0.27059896625114016,24607,16445,7545,229,0.11,0.08,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,206,P206,Kuala Rajang,Datuk Wahab Dolah (Walkover),PBB,BN,1,1,1,1,1.0,1.0,28706,1,1,0,0.18,0.04,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,208,P208,Sarikei,Datuk Seri Law Hieng Ding,SUPP,BN,1,0,15485,11599,0.5295863391471098,0.7070130581682038,35880,21902,11599,237,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,208,P208,Sarikei,Juna Anak Jawek,IND,NA,0,0,3886,-11599,-0.5295863391471098,0.17742671902109397,35880,21902,11599,237,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,208,P208,Sarikei,Ling Bit Tiing,IND,NA,0,0,1667,-13818,-0.5295863391471098,0.07611177061455575,35880,21902,11599,237,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,208,P208,Sarikei,Ngu Tieng Hai,IND,NA,0,0,864,-14621,-0.5295863391471098,0.03944845219614647,35880,21902,11599,237,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,209,P209,Julau,Datuk Joseph Salang Gandum,PBDS,BN,1,0,8388,2688,0.19080068143100512,0.5954003407155025,19765,14088,2688,176,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,209,P209,Julau,Josephine Randum Mawat,IND,NA,0,0,5700,-2688,-0.19080068143100512,0.4045996592844974,19765,14088,2688,176,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,210,P210,Kanowit,Aaron Ago Dagang,PBDS,BN,1,0,6438,2057,0.1901284776781588,0.5950642388390794,18181,10819,2057,185,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,210,P210,Kanowit,Frederick Bungsu Janton,IND,NA,0,0,4381,-2057,-0.1901284776781588,0.4049357611609206,18181,10819,2057,185,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,211,P211,Lanang,Tiong Thai King,SUPP,BN,1,0,14895,4721,0.18832023614823087,0.5941601180741154,40100,25069,4721,252,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,211,P211,Lanang,David Wong Kee Woan,DAP,Pakatan,0,0,10174,-4721,-0.18832023614823087,0.40583988192588455,40100,25069,4721,252,0.0,0.0,0.0,0.0,0.0,Race data incomplete or unavailable. 
2004,Sarawak,212,P212,Sibu,Datuk Robert Lau Hoi Chew,SUPP,BN,1,0,20689,3345,0.08794993821155313,0.5439749691057766,60832,38033,3345,0,0.0,0.65,0.0,0.0,0.35,
2004,Sarawak,212,P212,Sibu,Wong Ho Leng,DAP,Pakatan,0,0,17344,-3345,-0.08794993821155313,0.4560250308942234,60832,38033,3345,0,0.0,0.65,0.0,0.0,0.35,
2004,Sarawak,213,P213,Mukah,Datuk Dr. Leo Michael Toyad,PBB,BN,1,0,11829,9178,0.6338397790055249,0.8169198895027624,25853,14480,9178,0,0.0,0.1,0.0,0.0,0.91,
2004,Sarawak,213,P213,Mukah,Mohamad @ Latip Rahman,IND,NA,0,0,2651,-9178,-0.6338397790055249,0.18308011049723757,25853,14480,9178,0,0.0,0.1,0.0,0.0,0.91,
2004,Sarawak,214,P214,Selangau,Joseph Entulu Belaun,PBDS,BN,1,0,7876,3616,0.2979564930784443,0.6489782465392222,20459,12136,3616,0,0.0,0.04,0.0,0.0,0.96,
2004,Sarawak,214,P214,Selangau,Liman Sujang,SNAP,NA,0,0,4260,-3616,-0.2979564930784443,0.35102175346077785,20459,12136,3616,0,0.0,0.04,0.0,0.0,0.96,
2004,Sarawak,215,P215,Kapit,Alexander Nanta Linggi,PBB,BN,1,1,1,1,1.0,1.0,23330,1,1,0,0.0,0.1,0.0,0.0,0.9,
2004,Sarawak,216,P216,Hulu Rajang,Abit Joo @ Billy Abit Joo,PBDS,BN,1,0,6949,3666,0.35828772478498827,0.6791438623924941,17185,10232,3666,0,0.0,0.0,0.0,0.02,0.97,
2004,Sarawak,216,P216,Hulu Rajang,Bendindang Manjah,SNAP,NA,0,0,3283,-3666,-0.35828772478498827,0.32085613760750586,17185,10232,3666,0,0.0,0.0,0.0,0.02,0.97,
2004,Sarawak,217,P217,Bintulu,Datuk Seri Tiong King Sing,SPDP,NA,1,0,20225,11267,0.3546874016243783,0.6366870238619908,49374,31766,11267,0,0.0,0.28,0.0,0.0,0.73,
2004,Sarawak,217,P217,Bintulu,Chiew Chiu Sing,DAP,Pakatan,0,0,8958,-11267,-0.3546874016243783,0.28199962223761255,49374,31766,11267,0,0.0,0.28,0.0,0.0,0.73,
2004,Sarawak,217,P217,Bintulu,Dr Lau Hing Kii,SNAP,NA,0,0,2583,-17642,-0.3546874016243783,0.08131335390039665,49374,31766,11267,0,0.0,0.28,0.0,0.0,0.73,
2004,Sarawak,219,P219,Miri,Peter Chin Fah Kui,SUPP,BN,1,1,1,1,1.0,1.0,74266,1,1,0,0.0,0.57,0.0,0.0,0.43,
2004,Sarawak,220,P220,Baram,Datuk Jacob Dungau Sagan,SPDP,NA,1,0,7551,3310,0.2806987788331072,0.6403493894165536,25361,11792,3310,0,0.0,0.09,0.0,0.0,0.91,
2004,Sarawak,220,P220,Baram,Kabing Wan,SNAP,NA,0,0,4241,-3310,-0.2806987788331072,0.3596506105834464,25361,11792,3310,0,0.0,0.09,0.0,0.0,0.91,
2008,Perlis,1,P1,Padang Besar,Datuk Seri Mohd. Azmi Khalid,UMNO,BN,1,0,16991,5348,0.18677097157225675,0.5933854857861284,36613,28634,5348,674,0.84,0.12,0.01,0.04,0.0,
2008,Perlis,1,P1,Padang Besar,Zolkharnain Abidin,PAS,Pakatan,0,0,11643,-5348,-0.18677097157225675,0.4066145142138716,36613,28634,5348,674,0.84,0.12,0.01,0.04,0.0,
2008,Perlis,2,P2,Kangar,Datuk Seri Radzi Sheikh Ahmad,UMNO,BN,1,0,23821,13671,0.4024314856789615,0.7012157428394807,43591,33971,13671,808,0.79,0.18,0.02,0.01,0.0,
2008,Perlis,2,P2,Kangar,Tunku Abdul Rahman Tunku Ismail,PKR,Pakatan,0,0,10150,-13671,-0.4024314856789615,0.29878425716051926,43591,33971,13671,808,0.79,0.18,0.02,0.01,0.0,
2008,Perlis,3,P3,Arau,Datuk Ismail Kassim,UMNO,BN,1,0,16451,300,0.009201889454634685,0.5046009447273173,39877,32602,300,586,0.87,0.09,0.02,0.03,0.0,
2008,Perlis,3,P3,Arau,Datuk Dr.Haron Din,PAS,Pakatan,0,0,16151,-300,-0.009201889454634685,0.49539905527268263,39877,32602,300,586,0.87,0.09,0.02,0.03,0.0,
2008,Kedah,4,P4,Langkawi,Dato Paduka Abu Bakar Taib,UMNO,BN,1,0,13762,4970,0.22036002482929856,0.6101800124146493,29567,22554,4970,670,0.91,0.07,0.02,0.0,0.0,
2008,Kedah,4,P4,Langkawi,Wan Salleh Wan Isa,PKR,Pakatan,0,0,8792,-4970,-0.22036002482929856,0.3898199875853507,29567,22554,4970,670,0.91,0.07,0.02,0.0,0.0,
2008,Kedah,5,P5,Jerlun,Dato Mukhriz Mahathir,UMNO,BN,1,0,19424,2205,0.06017520399530606,0.530087601997653,45513,36643,2205,599,0.9,0.08,0.0,0.02,0.0,
2008,Kedah,5,P5,Jerlun,Idris Ahmad,PAS,Pakatan,0,0,17219,-2205,-0.06017520399530606,0.46991239800234696,45513,36643,2205,599,0.9,0.08,0.0,0.02,0.0,
2008,Kedah,6,P6,Kubang Pasu,Datuk Mohd Johari Baharum,UMNO,BN,1,0,24179,7060,0.1709525885030752,0.5854762942515376,53323,41298,7060,928,0.96,0.03,0.01,0.0,0.0,
2008,Kedah,6,P6,Kubang Pasu,Dr Isa Ismail,PAS,Pakatan,0,0,17119,-7060,-0.1709525885030752,0.41452370574846237,53323,41298,7060,928,0.96,0.03,0.01,0.0,0.0,
2008,Kedah,7,P7,Padang Terap,Datuk Paduka Ghazali Ibrahim,UMNO,BN,0,0,14634,-369,-0.012450652900091102,0.49377467354995447,35403,29637,369,770,0.93,0.01,0.0,0.06,0.0,
2008,Kedah,7,P7,Padang Terap,Mohd Nasir Zakaria,PAS,Pakatan,1,0,15003,369,0.012450652900091102,0.5062253264500456,35403,29637,369,770,0.93,0.01,0.0,0.06,0.0,
2008,Kedah,8,P8,Pokok Sena,Datuk Paduka Abdul Rahman Ibrahim,UMNO,BN,0,0,23956,-5731,-0.10683593385903101,0.4465820330704845,69631,53643,5731,1039,0.79,0.18,0.02,0.01,0.0,
2008,Kedah,8,P8,Pokok Sena,Mahfuz Omar,PAS,Pakatan,1,0,29687,5731,0.10683593385903101,0.5534179669295155,69631,53643,5731,1039,0.79,0.18,0.02,0.01,0.0,
2008,Kedah,9,P9,Alor Setar,Datuk Chor Chee Heung,MCA,BN,1,0,20741,184,0.0044554215700518185,0.5022277107850259,58957,41298,184,1757,0.63,0.33,0.04,0.0,0.0,
2008,Kedah,9,P9,Alor Setar,Gooi Hsiao Leung,PKR,Pakatan,0,0,20557,-184,-0.0044554215700518185,0.4977722892149741,58957,41298,184,1757,0.63,0.33,0.04,0.0,0.0,
2008,Kedah,10,P10,Kuala Kedah,Datuk Hashim Jahaya,UMNO,BN,0,0,28671,-7018,-0.10904288377874456,0.4454785581106277,83132,64360,7018,1385,0.79,0.2,0.01,0.0,0.0,
2008,Kedah,10,P10,Kuala Kedah,Ahmad Kassim,PKR,Pakatan,1,0,35689,7018,0.10904288377874456,0.5545214418893722,83132,64360,7018,1385,0.79,0.2,0.01,0.0,0.0,
2008,Kedah,11,P11,Pendang,Datuk Paduka Md Rozai Shafian,UMNO,BN,0,0,23238,-4073,-0.08057528338839542,0.4597123583058023,61346,50549,4073,991,0.89,0.06,0.01,0.05,0.0,
2008,Kedah,11,P11,Pendang,Dr Mohd Hayati Othman,PAS,Pakatan,1,0,27311,4073,0.08057528338839542,0.5402876416941977,61346,50549,4073,991,0.89,0.06,0.01,0.05,0.0,
2008,Kedah,12,P12,Jerai,Datuk Paduka Badruddin Amiruldin,UMNO,BN,0,0,24211,-2299,-0.04532639340707005,0.477336803296465,65739,50721,2299,1070,0.79,0.14,0.06,0.01,0.0,
2008,Kedah,12,P12,Jerai,Mohd Firdaus Ja'Afar,PAS,Pakatan,1,0,26510,2299,0.04532639340707005,0.522663196703535,65739,50721,2299,1070,0.79,0.14,0.06,0.01,0.0,
2008,Kedah,13,P13,Sik,Othman Desa,UMNO,BN,0,0,16383,-481,-0.014467470749240534,0.49276626462537976,40339,33247,481,505,0.93,0.02,0.0,0.05,0.0,
2008,Kedah,13,P13,Sik,Che Uda Che Nik,PAS,Pakatan,1,0,16864,481,0.014467470749240534,0.5072337353746202,40339,33247,481,505,0.93,0.02,0.0,0.05,0.0,
2008,Kedah,14,P14,Merbok,Tajul Urus Mat Zain,UMNO,BN,0,0,22443,-3098,-0.06456318772924308,0.46771840613537846,64443,47984,3098,1338,0.66,0.16,0.17,0.01,0.0,
2008,Kedah,14,P14,Merbok,Datuk Rashid Din,PKR,Pakatan,1,0,25541,3098,0.06456318772924308,0.5322815938646216,64443,47984,3098,1338,0.66,0.16,0.17,0.01,0.0,
2008,Kedah,15,P15,Sungai Petani,Datuk Zainuddin Maidin,UMNO,BN,0,0,24441,-9381,-0.16101127645332372,0.41949436177333815,76284,58263,9381,986,0.6,0.29,0.11,0.0,0.0,
2008,Kedah,15,P15,Sungai Petani,Johari Abdul,PKR,Pakatan,1,0,33822,9381,0.16101127645332372,0.5805056382266619,76284,58263,9381,986,0.6,0.29,0.11,0.0,0.0,
2008,Kedah,16,P16,Baling,Datuk Abd Azeez Abd Rahim,UMNO,BN,0,0,28461,-7613,-0.11796699465406368,0.44101650267296816,78784,64535,7613,1154,0.88,0.06,0.05,0.01,0.0,
2008,Kedah,16,P16,Baling,Taib Azamudden Md Taib,PAS,Pakatan,1,0,36074,7613,0.11796699465406368,0.5589834973270319,78784,64535,7613,1154,0.88,0.06,0.05,0.01,0.0,
2008,Kedah,17,P17,Padang Serai,Datuk Boey Chin Gan,MCA,BN,0,0,17036,-11738,-0.25623226369788255,0.3718838681510587,59218,45810,11738,1259,0.55,0.23,0.22,0.0,0.0,
2008,Kedah,17,P17,Padang Serai,N. Gobalakrishnan,PKR,Pakatan,1,0,28774,11738,0.25623226369788255,0.6281161318489413,59218,45810,11738,1259,0.55,0.23,0.22,0.0,0.0,
2008,Kedah,18,P18,Kulim Bandar Baharu,Datuk Abdul Aziz Sheikh Fadzir,UMNO,BN,0,0,16672,-5583,-0.1434223032856372,0.4282888483571814,51995,38927,5583,1022,0.7,0.19,0.12,0.0,0.0,
2008,Kedah,18,P18,Kulim Bandar Baharu,Zulkifli Noordin,PKR,Pakatan,1,0,22255,5583,0.1434223032856372,0.5717111516428186,51995,38927,5583,1022,0.7,0.19,0.12,0.0,0.0,
2008,Kelantan,19,P19,Tumpat,Dr Asraf Wajdi Dusuki,UMNO,BN,0,0,27337,-9377,-0.1463989633260995,0.42680051833695026,80072,64051,9377,1032,0.92,0.03,0.01,0.04,0.0,
2008,Kelantan,19,P19,Tumpat,Datuk Kamaruddin Jaafar,PAS,Pakatan,1,0,36714,9377,0.1463989633260995,0.5731994816630498,80072,64051,9377,1032,0.92,0.03,0.01,0.04,0.0,
2008,Kelantan,20,P20,Pengkalan Chepa,Rahim Mohd Zain,UMNO,BN,0,0,15452,-11311,-0.26793793675233923,0.3660310316238304,52350,42215,11311,564,0.98,0.02,0.0,0.0,0.0,
2008,Kelantan,20,P20,Pengkalan Chepa,Datuk Abd Halim Abd Rahman,PAS,Pakatan,1,0,26763,11311,0.26793793675233923,0.6339689683761696,52350,42215,11311,564,0.98,0.02,0.0,0.0,0.0,
2008,Kelantan,21,P21,Kota Bahru,Datuk Mohd Fatmi Che Salleh,UMNO,BN,0,0,20841,-11288,-0.2131017557107797,0.39344912214461014,68261,52970,11288,609,0.81,0.18,0.01,0.01,0.0,
2008,Kelantan,21,P21,Kota Bahru,Datuk Wan Abdul Rahim Wan Abdullah,PAS,Pakatan,1,0,32129,11288,0.2131017557107797,0.6065508778553899,68261,52970,11288,609,0.81,0.18,0.01,0.01,0.0,
2008,Kelantan,22,P22,Pasir Mas,Ahmed Rasdi Mahmed,UMNO,BN,0,0,19682,-8991,-0.1859373384344949,0.40703133078275255,59640,48355,8991,864,0.96,0.04,0.0,0.0,0.0,
2008,Kelantan,22,P22,Pasir Mas,Datuk Ibrahim Ali,PAS,Pakatan,1,0,28673,8991,0.1859373384344949,0.5929686692172474,59640,48355,8991,864,0.96,0.04,0.0,0.0,0.0,
2008,Kelantan,23,P23,Rantau Panjang,Mohd Afandi Yusoff,UMNO,BN,0,0,14858,-4486,-0.12990849067531565,0.4302675778987606,45384,34532,4486,837,0.98,0.01,0.0,0.01,0.0,
2008,Kelantan,23,P23,Rantau Panjang,Siti Zailah Mohd Yusoff,PAS,Pakatan,1,0,19344,4486,0.12990849067531565,0.5601760685740762,45384,34532,4486,837,0.98,0.01,0.0,0.01,0.0,
